I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.08510828,0.62717307,1.0681086,-0.34883964,-0.77610654,0.8633901,-0.4615586,-1.3347125,-0.8636506,-1.1887823,1.8877218,-0.22222619
-0.02054152,0.6748151,1.0681086,-0.40709606,-0.7336314,0.89943415,-0.4615586,-1.3205906,-0.85157025,-1.1744475,1.8877218,-0.22222619
0.0071299463,0.7224571,1.0997198,-0.44870785,-0.7336314,0.94448924,-0.4615586,-1.2782253,-0.8274096,-1.1493617,1.8758508,-0.22222619
-0.0020938772,0.7292631,1.131331,-0.44870785,-0.7619482,0.96251124,-0.41542926,-1.2570426,-0.8072758,-1.1242758,1.8699152,-0.22222619
0.0071299463,0.75648713,1.162942,-0.4653525,-0.77610654,0.9895443,-0.3923646,-1.2146773,-0.7790883,-1.09919,1.8580443,-0.22222619
0.016353771,0.77009916,1.1840161,-0.4819972,-0.79026496,1.0165772,-0.41542926,-1.1934948,-0.767008,-1.0812715,1.8550766,-0.22222619
0.0071299463,0.7973231,1.2156272,-0.49031958,-0.8185818,1.0436103,-0.4615586,-1.2287991,-0.7790883,-1.0633531,1.8432055,-0.18865523
-0.029765341,0.7769051,1.2261643,-0.45703018,-0.84689856,1.0345993,-0.4615586,-1.2287991,-0.7831151,-1.0633531,1.8313344,-0.18865523
-0.048212986,0.7496811,1.2261643,-0.43206313,-0.861057,1.0165772,-0.47309095,-1.23586,-0.7831151,-1.0597694,1.822431,-0.18194105
-0.048212986,0.75648713,1.2261643,-0.44038546,-0.861057,1.0255883,-0.5192203,-1.2641035,-0.7831151,-1.0418509,1.81056,-0.15508428
-0.048212986,0.7496811,1.2261643,-0.43206313,-0.861057,1.0255883,-0.5192203,-1.2641035,-0.7790883,-1.0454346,1.798689,-0.15508428
-0.02054152,0.75648713,1.2050903,-0.45703018,-0.8327401,1.0165772,-0.48462328,-1.242921,-0.7911687,-1.0346835,1.7897857,-0.15508428
-0.0020938772,0.7496811,1.162942,-0.4653525,-0.79026496,0.9895443,-0.4615586,-1.2217382,-0.80324894,-1.0239325,1.7719792,-0.15508428
-0.011317696,0.7292631,1.1418679,-0.44038546,-0.79026496,0.96251124,-0.4615586,-1.2287991,-0.80324894,-1.0275161,1.7571404,-0.15508428
0.0071299463,0.7224571,1.1102568,-0.44038546,-0.7477898,0.94448924,-0.4615586,-1.2287991,-0.80324894,-1.0131813,1.7393337,-0.15508428
0.03480141,0.7224571,1.0786457,-0.4653525,-0.70531464,0.9354782,-0.4615586,-1.2287991,-0.80324894,-1.0095977,1.7244949,-0.15508428
0.053249057,0.7224571,1.0575715,-0.4653525,-0.6769978,0.9354782,-0.47309095,-1.2217382,-0.7992222,-1.0095977,1.7096561,-0.1483701
0.08092053,0.71565115,1.0154234,-0.47367486,-0.6203642,0.9084452,-0.5192203,-1.2005556,-0.7871419,-0.99167925,1.6948173,-0.12822753
0.090144336,0.7292631,1.0154234,-0.4819972,-0.6203642,0.9084452,-0.5192203,-1.1793729,-0.77506155,-0.99167925,1.6948173,-0.12151334
0.09936818,0.71565115,0.9943493,-0.4819972,-0.6062059,0.89943415,-0.5192203,-1.1581903,-0.7629812,-0.98809546,1.6918496,-0.12822753
0.14548728,0.73606914,0.97327524,-0.5152866,-0.5495723,0.89943415,-0.5192203,-1.1370076,-0.7509009,-0.97017705,1.697785,-0.11479914
0.12703963,0.7020391,0.94166404,-0.49031958,-0.5495723,0.8724011,-0.5192203,-1.1158249,-0.7428473,-0.97734445,1.6888819,-0.12822753
0.17315875,0.8041291,1.0470345,-0.5735431,-0.5637307,0.9715223,-0.54228497,-1.1370076,-0.7307671,-0.9522586,1.7126238,-0.101370774
0.34841138,1.1308173,1.3526088,-0.8565029,-0.6345226,1.3229518,-0.5884143,-1.1652511,-0.7227135,-0.8734174,1.7719792,-0.03422887
0.37608284,1.1784593,1.394757,-0.8897923,-0.64868104,1.3770179,-0.5999466,-1.1440685,-0.7025796,-0.8626663,1.7957212,0.026198842
0.36685902,1.1512352,1.3736829,-0.8731476,-0.64868104,1.3499848,-0.6691407,-1.172312,-0.7066063,-0.86625,1.8135278,0.10005493
0.42220193,1.2124892,1.394757,-0.9397264,-0.6062059,1.3950397,-0.8651904,-1.1440685,-0.67439216,-0.86625,1.7897857,0.07319816
0.6066784,1.1376232,1.0681086,-0.97301584,-0.252246,1.2058085,-0.93438435,-1.2076164,-0.6904993,-0.8626663,1.7660435,0.03291303
0.6896928,0.9198312,0.6466268,-0.8731476,0.08755547,0.8814121,-0.78446406,-1.1864338,-0.6904993,-0.8770011,1.736366,-0.0140863
0.5144402,0.81774116,0.688775,-0.73999,-0.06818687,0.83635706,-0.7613993,-1.2005556,-0.7307671,-0.9307564,1.7155918,-0.06108563
0.34841138,0.7224571,0.72038615,-0.5985101,-0.22392921,0.78229094,-0.65760833,-1.2499818,-0.7911687,-0.9343402,1.697785,-0.101370774
0.071696706,0.6680091,0.94166404,-0.44038546,-0.577889,0.8453681,-0.56534964,-1.1864338,-0.767008,-0.9450912,1.6710752,-0.1483701
0.025577594,0.64759105,0.97327524,-0.40709606,-0.6345226,0.8453681,-0.5884143,-1.2852863,-0.8072758,-0.948675,1.6651397,-0.18865523
-0.0020938772,0.51147103,0.78360844,-0.31555024,-0.53541386,0.6741589,-0.34623525,-1.052277,-0.7428473,-0.9665934,1.5968812,-0.24908295
